CandidateID,Skill
1,"sql,power bi,excel,tableau"
2,"python,deep learning,nlp,machine learning,pandas,word"
3,"git,system design,java,spring boot,rest apis,docker"
4,"tensorflow,mlops,keras"
5,"rest apis,agile,spring boot,system design,git,java"
6,"data cleaning,power bi"
7,"system design,spring boot"
8,"product roadmap,user stories"
9,"sql,data cleaning,power bi,reporting"
10,"computer vision,python"
11,"data cleaning,excel"
12,"power bi,reporting"
13,"product roadmap,user stories,stakeholder management,scrum"
14,"pytorch,mlops,python,tensorflow,keras,cloud"
15,"mlops,keras,computer vision"
16,"nlp,machine learning,python"
17,"power bi,reporting,excel,data cleaning"
18,"power bi,excel,sql,tableau"
19,"product roadmap,stakeholder management,scrum"
20,"machine learning,python,sql,statistics,nlp"
21,"computer vision,cloud,keras,mlops,python"
22,"nlp,machine learning,statistics,sql,deep learning,pandas"
23,"scrum,agile,stakeholder management,product roadmap,user stories"
24,"reporting,tableau,data cleaning,power bi,sql"
25,"reporting,power bi,data cleaning,sql"
26,"computer vision,mlops,cloud,keras,pytorch"
27,"agile,stakeholder management,scrum,user stories"
28,"agile,stakeholder management,user stories"
29,"scrum,product roadmap,user stories,stakeholder management,agile"
30,"data cleaning,sql,reporting"
31,"stakeholder management,product roadmap,user stories,agile"
32,"sql,pandas"
33,"statistics,python,pandas,sql,machine learning"
34,"spring boot,agile"
35,"pytorch,tensorflow,keras,cloud,computer vision"
36,"deep learning,sql,python"
37,"statistics,machine learning,deep learning,pandas,nlp"
38,"spring boot,agile,java,system design"
39,"agile,product roadmap,user stories,scrum"
40,"java,agile,git"
41,"scrum,stakeholder management,agile"
42,"python,statistics,machine learning,nlp"
43,"reporting,tableau,sql,power bi,excel"
44,"deep learning,machine learning,nlp,python"
45,"system design,git,java,spring boot,docker,agile"
46,"power bi,sql,data cleaning,excel"
47,computer vision
48,"python,cloud,pytorch,mlops,computer vision"
49,"statistics,machine learning,sql,nlp"
50,"pandas,sql,python,nlp,deep learning"
51,"agile,rest apis,docker,system design,git,spring boot"
52,"stakeholder management,scrum"
53,"scrum,agile,user stories,stakeholder management"
54,"product roadmap,agile,scrum,stakeholder management"
55,"python,nlp,pandas"
56,"power bi,reporting,tableau,excel"
57,"deep learning,machine learning,pandas"
58,"sql,pandas,machine learning,deep learning,statistics,nlp,python"
59,"spring boot,system design,docker,rest apis"
60,"pytorch,computer vision,cloud,keras,tensorflow,python"
61,"excel,tableau,data cleaning,reporting,sql"
62,"system design,docker,git,rest apis,word"
63,"deep learning,pandas,nlp,python"
64,"mlops,python,keras,tensorflow,cloud"
65,"pytorch,computer vision,python,keras"
66,"data cleaning,sql,power bi,reporting,tableau"
67,"python,deep learning,machine learning"
68,"spring boot,rest apis,git,docker,java"
69,"statistics,machine learning,nlp,sql,deep learning"
70,"system design,java,spring boot,rest apis,git"
71,"java,system design"
72,"agile,scrum,product roadmap,user stories,stakeholder management"
73,"keras,computer vision,cloud,mlops"
74,"scrum,stakeholder management,user stories"
75,"reporting,sql"
76,"python,pytorch,computer vision"
77,"excel,data cleaning,reporting,sql"
78,"stakeholder management,user stories,product roadmap,scrum,agile"
79,"reporting,data cleaning,sql,tableau,excel"
80,"system design,java,git,spring boot"
81,"python,mlops,tensorflow,pytorch"
82,"stakeholder management,scrum,agile,product roadmap"
83,"user stories,agile,product roadmap"
84,"scrum,agile"
85,"system design,rest apis,git,docker,java"
86,"nlp,statistics,pandas"
87,"machine learning,sql,nlp,deep learning,statistics"
88,"power bi,reporting,sql"
89,"computer vision,mlops"
90,"excel,sql,tableau"
91,"rest apis,spring boot,agile,java,docker"
92,"java,spring boot,system design,organization"
93,"sql,nlp,python"
94,"stakeholder management,scrum,user stories,agile,product roadmap"
95,"tableau,power bi,data cleaning,word"
96,"sql,python,nlp,statistics,pandas,machine learning"
97,"java,docker,system design"
98,"sql,deep learning,nlp,pandas,python,statistics"
99,statistics
100,"machine learning,nlp,pandas,python"
101,"pytorch,python,keras,computer vision,tensorflow,mlops"
102,"java,docker"
103,"git,rest apis,system design,docker,java"
104,"pytorch,keras,python,tensorflow,cloud"
105,"pytorch,keras,mlops,python,tensorflow,computer vision"
106,"cloud,mlops"
107,"java,git,agile"
108,"cloud,keras,pytorch,tensorflow,computer vision,mlops"
109,"power bi,data cleaning,reporting,excel,tableau,sql"
110,"docker,system design"
111,computer vision
112,"mlops,keras"
113,"system design,rest apis,java,spring boot,docker"
114,"pytorch,cloud"
115,"statistics,deep learning,machine learning"
116,"mlops,computer vision,tensorflow"
117,"system design,spring boot"
118,"product roadmap,scrum"
119,"sql,statistics,machine learning,python"
120,"spring boot,git,java,docker,rest apis,system design"
121,"pytorch,computer vision,python,mlops,cloud"
122,"user stories,agile,stakeholder management"
123,"tableau,sql,data cleaning,reporting,excel"
124,"stakeholder management,agile"
125,"agile,rest apis,system design,spring boot,git"
126,"excel,reporting,sql,power bi,data cleaning,tableau"
127,"sql,nlp,pandas"
128,"data cleaning,reporting,power bi"
129,"mlops,keras,computer vision,python"
130,"keras,mlops,tensorflow"
131,"computer vision,mlops,keras,cloud"
132,"machine learning,pandas"
133,"pytorch,computer vision,cloud,tensorflow"
134,"reporting,tableau,sql"
135,"scrum,agile,stakeholder management,product roadmap,user stories"
136,"product roadmap,user stories,stakeholder management,scrum"
137,"data cleaning,reporting,excel"
138,"deep learning,sql,pandas,statistics"
139,"excel,power bi,tableau,data cleaning,reporting,sql"
140,"agile,spring boot"
141,"agile,user stories,stakeholder management,product roadmap,scrum"
142,"scrum,agile,stakeholder management,user stories,product roadmap"
143,"machine learning,nlp,statistics,deep learning"
144,"scrum,user stories,product roadmap"
145,"tensorflow,computer vision"
146,"power bi,data cleaning"
147,"scrum,stakeholder management,agile"
148,"sql,tableau,excel"
149,"pandas,nlp,sql"
150,"keras,computer vision"
151,"excel,reporting,power bi,data cleaning,tableau"
152,"statistics,sql"
153,"excel,data cleaning,tableau,sql,power bi,reporting"
154,"git,rest apis,spring boot"
155,"reporting,power bi"
156,"sql,deep learning"
157,"machine learning,nlp,pandas,python"
158,"tensorflow,pytorch"
159,"python,nlp,sql,pandas,statistics"
160,"excel,power bi,sql,data cleaning,reporting,tableau"
161,"python,statistics,sql,nlp,pandas"
162,"cloud,keras,computer vision,python"
163,deep learning
164,"system design,spring boot,rest apis,agile,docker"
165,stakeholder management
166,"deep learning,machine learning,sql,nlp"
167,"product roadmap,stakeholder management,scrum,user stories,agile"
168,"data cleaning,excel,sql"
169,"python,machine learning,deep learning,statistics,sql"
170,"computer vision,pytorch,keras,python"
171,"stakeholder management,product roadmap,scrum,agile"
172,"cloud,pytorch"
173,"docker,agile,java,system design"
174,"power bi,data cleaning,reporting"
175,"stakeholder management,scrum,agile,product roadmap"
176,"cloud,pytorch,keras,mlops"
177,"reporting,excel,power bi,sql"
178,"keras,pytorch,mlops,python,tensorflow,computer vision,cloud"
179,"scrum,user stories"
180,"sql,python,nlp,statistics,pandas"
181,"statistics,machine learning,python"
182,"java,rest apis,agile,git,system design"
183,"git,agile,system design"
184,"java,git,agile,system design,rest apis"
185,"sql,nlp,machine learning,deep learning"
186,"tableau,sql,organization"
187,"agile,scrum,product roadmap,user stories,stakeholder management"
188,"tableau,sql,reporting,excel"
189,"product roadmap,user stories,stakeholder management,scrum,agile"
190,"spring boot,agile,docker"
191,"git,docker,system design"
192,"system design,java,docker,rest apis,spring boot"
193,"excel,sql,data cleaning,power bi"
194,"stakeholder management,product roadmap,scrum"
195,"data cleaning,excel,power bi,reporting,sql"
196,"pandas,sql,python,nlp"
197,"system design,java,spring boot"
198,"power bi,excel,reporting,data cleaning,tableau"
199,"sql,tableau,excel,reporting"
200,"excel,data cleaning,reporting"
201,"reporting,power bi,sql,data cleaning,tableau"
202,"stakeholder management,scrum,user stories,agile,product roadmap"
203,"user stories,product roadmap"
204,"power bi,excel,reporting,sql,data cleaning,tableau"
205,"java,rest apis,spring boot"
206,"tableau,reporting,excel,sql,data cleaning"
207,"keras,pytorch,cloud"
208,"agile,stakeholder management"
209,"sql,statistics,deep learning,machine learning,python"
210,python
211,"reporting,data cleaning,power bi,sql,word"
212,"statistics,pandas,sql"
213,"user stories,scrum,agile"
214,"python,cloud,mlops"
215,"computer vision,mlops,keras"
216,"product roadmap,stakeholder management,agile,user stories"
217,"system design,git,rest apis,docker,agile"
218,"python,machine learning,statistics"
219,"system design,java,rest apis"
220,"statistics,deep learning,machine learning"
221,agile
222,"python,pandas,nlp,deep learning,statistics"
223,"excel,data cleaning,tableau,sql,reporting"
224,"docker,agile,git,system design,spring boot"
225,"agile,user stories,stakeholder management,scrum"
226,"agile,rest apis,git"
227,"nlp,python,machine learning,pandas,statistics"
228,"tensorflow,cloud,python,computer vision"
229,"java,rest apis,agile"
230,"sql,nlp,machine learning"
231,"deep learning,statistics,pandas"
232,"tensorflow,cloud,computer vision,pytorch"
233,"computer vision,cloud,keras,tensorflow,pytorch"
234,sql
235,"statistics,nlp"
236,"cloud,mlops,computer vision"
237,"excel,sql,tableau"
238,"mlops,pytorch,computer vision,tensorflow"
239,"mlops,computer vision,keras,python"
240,"java,system design,git"
241,"tensorflow,pytorch,computer vision,mlops,python"
242,"scrum,user stories,stakeholder management,agile,product roadmap"
243,"cloud,keras,computer vision"
244,"scrum,stakeholder management,user stories"
245,"git,agile,system design,java"
246,"user stories,scrum,stakeholder management,product roadmap"
247,"tensorflow,cloud"
248,"git,system design,rest apis,docker,java,agile"
249,"scrum,stakeholder management,product roadmap"
250,"power bi,sql,tableau,reporting,word"
251,"scrum,stakeholder management,user stories"
252,"sql,nlp,pandas,statistics,machine learning"
253,"reporting,sql,excel,power bi,data cleaning"
254,"rest apis,spring boot,docker,system design,git"
255,"power bi,tableau,excel,data cleaning,sql"
256,"user stories,stakeholder management,agile,scrum"
257,python
258,"tableau,excel,sql,reporting,power bi"
259,"power bi,sql,tableau,reporting,excel"
260,"machine learning,nlp,sql,deep learning"
261,"machine learning,sql,nlp"
262,"nlp,machine learning,sql,statistics,pandas,organization,deep learning"
263,"pandas,python"
264,"tableau,data cleaning,reporting,sql,excel,power bi"
265,"system design,java,git"
266,tableau
267,"product roadmap,stakeholder management,agile"
268,"user stories,scrum,product roadmap"
269,"agile,user stories,organization"
270,"nlp,machine learning,python,pandas,sql"
271,"python,tensorflow,computer vision"
272,"spring boot,agile,system design,git,rest apis"
273,"pytorch,cloud,keras,tensorflow,python,computer vision,organization"
274,"keras,tensorflow,computer vision,python,cloud"
275,"rest apis,java,docker"
276,"mlops,pytorch,keras,tensorflow,python"
277,sql
278,"data cleaning,sql,excel"
279,"cloud,keras,tensorflow,mlops"
280,"stakeholder management,product roadmap,agile"
281,"tableau,power bi"
282,"mlops,pytorch,tensorflow,keras,cloud"
283,"java,docker,git,agile,system design,spring boot"
284,"stakeholder management,agile"
285,"scrum,agile,stakeholder management,user stories"
286,"data cleaning,power bi,sql,excel"
287,"deep learning,pandas,machine learning,sql,nlp"
288,"statistics,machine learning"
289,"mlops,pytorch,tensorflow,cloud"
290,"pytorch,keras,tensorflow,mlops"
291,"computer vision,keras,tensorflow,pytorch"
